Rou,Sugar Content,Is_Good
1.0886146018432536,0.2190553853408139,-1.0
0.7101084713026256,0.6709190821211839,1.0
1.1625593040110254,0.697869500170135,1.0
1.0805464800617475,0.015764436017478067,-1.0
0.9735404026315675,0.6065479800161123,1.0
0.7123922327784403,0.5094841455828767,-1.0
0.8791543326787339,0.6890827116003763,1.0
0.48145491242832045,0.6765179558328268,-1.0
1.5770604636577588,0.4625514281784947,1.0
0.8340481003361434,0.6598512790759186,1.0
0.5349655799825048,0.08776233016237384,-1.0
0.7923951579444726,0.8107415719504958,1.0
0.7800452438915065,0.7871860913330955,1.0
0.6662770860845695,1.1594379113689484,1.0
0.7229407125353438,0.49301721707094015,-1.0
0.8707156538099456,0.6004316887481396,1.0
0.7761012848511857,0.7350779123405842,1.0
0.5795584468624155,0.967467356540981,1.0
0.5498593194900934,0.5943436446294311,-1.0
1.1324097808713882,0.9048656560144028,1.0
0.8324836287557926,0.8014757401324515,1.0
0.7647033693599506,0.7444389598064866,1.0
1.5287646911212318,0.9339267085154266,1.0
0.9016140630186036,0.48457403140736915,-1.0
1.5798173971036138,0.5472283584193998,1.0
1.0238479758462953,0.59484927558928,1.0
0.5091680757285049,0.5608502334727397,-1.0
0.630112687327361,0.9516928844328509,1.0
1.0965994528205585,0.43397971107649624,-1.0
1.1378719271683582,1.1550270093169508,1.0
1.3192743270779377,0.38927192735272464,1.0
0.7018877651229056,0.15839465151726656,-1.0
0.8918987530882687,0.5119378923907633,-1.0
0.8643979467906586,0.5050506054306134,-1.0
1.1626906486793158,0.4597420763449424,1.0
0.8779557247028642,1.0403627863339735,1.0
0.1651767385908659,0.11160611966357753,-1.0
0.42520954451350756,0.25534939787837907,-1.0
0.5324573329711684,0.6424277472110705,-1.0
1.14375429931455,0.6166181339992425,1.0
0.8014402686890998,0.6461770426568573,1.0
0.8923014015064352,0.8251905061377527,1.0
0.8943898272528056,0.6308263004858055,1.0
1.0519499537507357,0.8387266462712939,1.0
1.410168040357194,0.6965287845363364,1.0
0.8773803432287319,0.6615551192971943,1.0
0.9517885807086144,0.11621618332326117,-1.0
1.095282766234144,0.6353239553358639,1.0
0.9568352499287991,0.6277331784881898,1.0
0.25440952804252476,0.6552361985466308,-1.0
0.39130340794963214,1.03518045406294,1.0
0.679195887122397,0.6958344124169842,1.0
0.9205359712332615,0.5613021333015805,1.0
0.8705227566170155,0.8208579222047176,1.0
1.1690477449661962,0.4838141932712651,1.0
0.38344104335165424,0.41141539341595273,-1.0
0.8649625275987547,0.841677596323197,1.0
1.027827797746921,0.7791824048750345,1.0
0.7958683251261254,0.7325106323186905,1.0
0.3314288431055406,0.9242439013329768,1.0
0.47087773233018454,0.32288711726314756,-1.0
1.015305424582813,0.6297192571120074,1.0
0.5529147209146645,0.5465219529404945,-1.0
1.1749155214039522,0.937838724331524,1.0
0.6470507917245605,0.4916411906172383,-1.0
1.160462034660556,0.9045329510297431,1.0
0.8239082678663484,0.5602101463689639,-1.0
1.0097052069791086,0.09736252841532694,-1.0
1.286566930282477,0.8061397221452349,1.0
1.197929254790219,0.887529600793121,1.0
1.0047900970897106,0.1990207245998346,-1.0
0.8948350943325991,0.7786694776700551,1.0
0.774835910095803,0.5649851879001055,-1.0
0.7901153353968555,0.31850206980426055,-1.0
0.700891833221593,0.7380453666877331,1.0
0.589955967014876,0.6218857152652086,-1.0
0.8513464190410783,0.7321446134787943,1.0
0.8081724205565202,0.16606190270330684,-1.0
0.9176469745752633,0.8259962173728235,1.0
0.9671028649938225,0.3673599941999661,-1.0
0.6789907532109207,0.6829342041404464,1.0
0.8492452164761888,0.2722304774216142,-1.0
0.7449934618969309,0.7009617425824441,1.0
0.788139545521466,0.5597711787390275,-1.0
1.0137295302760272,0.5093893332744375,1.0
0.9047921895560948,0.3848297374354345,-1.0
1.1435180945839827,0.7769209729250268,1.0
0.5014143256441321,0.6652437339115648,-1.0
0.31152924521829145,1.1136636063667855,1.0
1.1288915931669137,0.6627787145533077,1.0
0.8521139748509323,0.8807591113817488,1.0
0.8073535041291414,-0.01796173943774476,-1.0
0.41624935356947734,0.15409401808487916,-1.0
0.9117332980075082,0.5078305080765534,-1.0
0.4714434425717834,0.9043898234092156,1.0
0.4219800474213238,0.10808007541014103,-1.0
0.5218731642634591,0.3820931812627821,-1.0
0.6248988220487399,0.5162217733579252,-1.0
0.7088553791024247,0.8231535662865423,1.0
0.6724165988420975,0.12408261619329036,-1.0
1.33671960187632,0.8812744264517953,1.0
1.1166442162124908,0.9200613999823803,1.0
1.0347960915334267,0.6895158601211366,1.0
0.8464814581534004,0.8779115393061434,1.0
0.20346355581753495,0.6339824586062519,-1.0
1.0424812114552224,0.8455954008986069,1.0
0.7601322630749624,0.7084444798886425,1.0
0.9770343804862491,0.45382074558870633,-1.0
0.9717387535704741,0.7519200955905367,1.0
0.68127941573304,-0.05037709446007349,-1.0
1.22273580415395,0.4805785505575353,1.0
0.5326789544521537,0.6211637139100654,-1.0
0.7522956851364812,0.32721120318581587,-1.0
0.6324619051411721,0.09268675908996876,-1.0
0.6575814955890593,0.5474646030724559,-1.0
0.9474660987176937,0.6100790117749593,1.0
1.072884334773576,0.6626395929869388,1.0
0.6068547960781013,0.39068613425319243,-1.0
0.7438436432046187,0.9597742842352617,1.0
0.7909658703500153,0.7307722141992872,1.0
0.6916696164849151,0.6010413273151612,-1.0
0.763571640605245,1.013335972165734,1.0
0.8718220302569711,0.7106332925507378,1.0
0.9054657532956174,0.5936967866026212,1.0
0.927723648618088,0.8768905458286365,1.0
0.9094869322860013,0.6471757024620814,1.0
0.7164490298747114,0.49937354629681857,-1.0
1.3857682877045532,1.0355916110782022,1.0
0.9161112278635539,0.37061732271780573,-1.0
1.1130793565971326,0.36383062856947046,-1.0
0.7468868000477631,0.8794943702090763,1.0
0.7589662522810215,0.7099402705366102,1.0
0.8505852812675925,0.6448873637315181,1.0
0.8246945663215364,0.4062653125578183,-1.0
0.533128185637235,0.26199454356220864,-1.0
0.5459847423058106,0.7090743075839274,-1.0
0.7766887644273395,0.6023524214750202,-1.0
0.9823251632515926,0.7372067947380263,1.0
0.7108716317735115,0.43471866615392557,-1.0
0.7092973727518534,0.6686881253571091,1.0
0.9552357896848733,0.522948876219376,1.0
0.7723130103099741,0.5559669320575731,-1.0
0.8508279564316085,0.7194261384280582,1.0
0.8661378652513171,0.7166833637889991,1.0
1.1703745220058837,0.41293040138119574,-1.0
0.4189251528012923,0.6300271466838828,-1.0
0.8542659090256176,0.8590290666322677,1.0
0.8215856737382697,0.851647763606302,1.0
0.7088915303531585,0.6674475000655669,1.0
0.5965463419782859,0.23402193986825073,-1.0
0.5706676284793466,0.5959554192692423,-1.0
0.6509638456635742,1.1280384867460849,1.0
0.7538999863839765,0.9741890623512923,1.0
0.1702636652077555,0.6133627753050106,-1.0
0.5975667065383139,0.24155588536594005,-1.0
0.6592232623865769,0.27129993299800137,-1.0
1.0941226383329719,0.30245128999839654,-1.0
0.9182268966349888,0.43843354003479784,-1.0
0.29786202822775537,0.977164734106281,1.0
0.7144240020437631,0.5078350040763057,-1.0
1.1252552464094405,0.5339667519806799,1.0
0.49628095558021207,0.4559542638724875,-1.0
1.2223726934254981,0.9334334318454429,1.0
0.9184811968632061,0.8256338117655193,1.0
0.7512124491516018,0.42546969927726486,-1.0
0.7314797689443318,0.47014244778201986,-1.0
0.5902779046567096,0.29253364654826297,-1.0
0.3766592093108129,0.5008095031632765,-1.0
0.4373254186777757,0.7213224042974982,-1.0
0.8044419560639428,0.6057342752077607,1.0
0.47184588565337576,1.5274387880750027,1.0
1.0940311537350076,0.919767676604877,1.0
1.176335492867978,0.38591858047996724,-1.0
0.9220044432308789,0.5177682874972661,-1.0
1.3707973229360362,0.7523649030626895,1.0
0.832980263504052,1.2599490814524195,1.0
0.4429255916418188,0.047797134159859034,-1.0
1.0764558507277255,0.9921383053562707,1.0
0.79071790761058,0.601395439341317,-1.0
0.30584388374822663,0.4086242101574841,-1.0
1.2491596313339481,0.41249698524016354,1.0
0.8447866061586757,0.4328718655575289,-1.0
0.7909121592328231,0.4354079796508512,-1.0
1.0665534882303893,0.6983241495143877,1.0
0.5919300597640151,0.6767660376460345,-1.0
1.0124376677716724,0.6322642793273706,1.0
0.6171892561570349,0.5607438579135066,-1.0
0.9740823758177993,0.46972104564377987,-1.0
1.240901102940727,0.5233866088970802,1.0
0.7849015785782916,0.41223452769558977,-1.0
0.6569424030688902,-0.011666202081364652,-1.0
0.7331676423349147,0.49661051756629826,-1.0
0.8753201189198174,0.3706857749766519,-1.0
0.7191214507948414,1.0005234390655027,1.0
0.7679736470213613,0.3709756698701785,-1.0
0.5634896876795761,0.5315679027528357,-1.0
0.5581089580684562,0.535964099192195,-1.0
0.8570274202863624,0.2810602766056435,-1.0
0.7059464080410595,0.6497369307292679,1.0
